brokerage_id	name	section	row	ticket_price	p	 	compared
9325	Eventellect	29 Field	O	5250.01	4887		0.93
9325	Eventellect	29 Field	R	5250.01	4887		0.93
9325	Eventellect	3 Field	A	9107.15	8475		0.93
9325	Eventellect	3 Field	B	7589.29	7063		0.93
9325	Eventellect	3 Field	C	7103.58	6611		0.93
9325	Eventellect	3 Field	D	6678.58	6215		0.93
9325	Eventellect	3 Field	J	6514.29	6063		0.93
9325	Eventellect	3 Field	K	6242.86	5811		0.93
9325	Eventellect	3 Field Club	CC	15557.15	14478		0.93
9325	Eventellect	3 Field Club	GG	14850.00	13820		0.93
9325	Eventellect	3 IR	A	2710.72	2524		0.93
9325	Eventellect	3 IR	C	2380.72	2216		0.93
9325	Eventellect	3 IR	D	2380.72	2216		0.93
9325	Eventellect	3 TD	A	1612.29	1501		0.93
9325	Eventellect	3 TD	B	1568.32	1460		0.93
9325	Eventellect	30 Field	A	5400.01	5027		0.93
9325	Eventellect	30 Field	B	4628.58	4308		0.93
9325	Eventellect	30 Field	D	4435.72	4128		0.93
9325	Eventellect	30 Field	E	4165.72	3878		0.93
9325	Eventellect	30 Field	F	4165.72	3878		0.93
9325	Eventellect	30 Field	X	3972.86	3698		0.93
9325	Eventellect	30 UR	AA	1261.86	1176		0.93
9325	Eventellect	301	C	2045.23	1905		0.93
9325	Eventellect	301	D	2045.23	1905		0.93
9325	Eventellect	303	A	2324.65	2164		0.93
9325	Eventellect	303	B	2389.29	2224		0.93
9325	Eventellect	303	C	2102.58	1958		0.93
9325	Eventellect	303	D	2007.00	1868		0.93
9325	Eventellect	305	A	2223.58	2071		0.93
9325	Eventellect	305	B	2198.15	2047		0.93
9325	Eventellect	307	A	2223.58	2071		0.93
9325	Eventellect	307	B	2102.58	1958		0.93
9325	Eventellect	307	C	1968.78	1833		0.93
9325	Eventellect	309	A	2122.50	1976		0.93
9325	Eventellect	309	B	2102.58	1958		0.93
9325	Eventellect	31 Field	D	5142.86	4787		0.93
9325	Eventellect	31 Field	F	4800.01	4467		0.93
9325	Eventellect	31 Field	O	4585.72	4269		0.93
9325	Eventellect	31 Field	S	4500.01	4188		0.93
9325	Eventellect	31 LR	A	2415.00	2248		0.93
9325	Eventellect	31 LR	B	1665.72	1551		0.93
9325	Eventellect	311	A	2021.43	1882		0.93
9325	Eventellect	311	C	1911.43	1780		0.93
9325	Eventellect	313	A	2122.50	1976		0.93
9325	Eventellect	313	B	1949.66	1815		0.93
9325	Eventellect	32 Field	A	5207.15	4847		0.93
9325	Eventellect	32 Field	C	4242.86	3950		0.93
9325	Eventellect	32 Field	E	4127.15	3841		0.93
9325	Eventellect	32 LR	A	2415.00	2248		0.93
9325	Eventellect	32BL	5	8171.43	7605		0.93
9325	Eventellect	33 Field	A	5785.72	5385		0.93
9325	Eventellect	33 Field	B	5142.86	4787		0.93
9325	Eventellect	33 Field	C	4928.58	4587		0.93
