brokerage_id	name	section	row	ticket_price	p	 	compared
1851	Aaron Lowinger Ticketing LLC	209	9	1775.50	1893		1.07
1851	Aaron Lowinger Ticketing LLC	209	9	2053.22	2189		1.07
1851	Aaron Lowinger Ticketing LLC	209	9	275.60	294		1.07
1851	Aaron Lowinger Ticketing LLC	209	9	291.50	311		1.07
1851	Aaron Lowinger Ticketing LLC	209	9	367.82	393		1.07
1851	Aaron Lowinger Ticketing LLC	209	9	420.82	449		1.07
1851	Aaron Lowinger Ticketing LLC	210	12	1425.70	1520		1.07
1851	Aaron Lowinger Ticketing LLC	210	12	1563.50	1667		1.07
1851	Aaron Lowinger Ticketing LLC	210	12	1881.50	2006		1.07
1851	Aaron Lowinger Ticketing LLC	210	12	272.42	291		1.07
1851	Aaron Lowinger Ticketing LLC	210	12	278.78	298		1.07
1851	Aaron Lowinger Ticketing LLC	210	12	3047.50	3249		1.07
1851	Aaron Lowinger Ticketing LLC	210	12	355.10	379		1.07
1851	Aaron Lowinger Ticketing LLC	210	12	421.88	450		1.07
1851	Aaron Lowinger Ticketing LLC	214A	12	2623.50	2797		1.07
1851	Aaron Lowinger Ticketing LLC	214A	12	2835.50	3023		1.07
1851	Aaron Lowinger Ticketing LLC	214A	12	3683.50	3927		1.07
1851	Aaron Lowinger Ticketing LLC	214A	12	387.96	414		1.07
1851	Aaron Lowinger Ticketing LLC	214A	12	438.84	468		1.07
1851	Aaron Lowinger Ticketing LLC	214A	12	568.16	606		1.07
