broker_name	remote_id	ticket_section	ticket_row	ticket_count	ticket_price	event_name	event_occurs_at
Premiere Tickets -MN	116244389	301	3	8	219.00	ALCS: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premiere Tickets -MN	116244567	301	4	8	209.00	ALCS: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premiere Tickets -MN	116245745	129	2	10	499.00	ALCS: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premiere Tickets -MN	116245911	128	2	12	499.00	ALCS: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premiere Tickets -MN	116246550	104	14	8	549.00	ALCS: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premiere Tickets -MN	116248416	C LEGENDS CLUB	WC	6	699.00	ALCS: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premiere Tickets -MN	116248865	R LEGENDS CLUB	6	8	599.00	ALCS: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premiere Tickets -MN	116250409	2	7	4	799.00	ALCS: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premiere Tickets -MN	116242825	301	6	6	199.00	ALCS: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premiere Tickets -MN	116244390	301	3	8	219.00	ALCS: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premiere Tickets -MN	116244568	301	4	8	209.00	ALCS: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premiere Tickets -MN	116245746	129	2	10	499.00	ALCS: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premiere Tickets -MN	116245912	128	2	12	499.00	ALCS: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premiere Tickets -MN	116246551	104	14	8	549.00	ALCS: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premiere Tickets -MN	116248417	C LEGENDS CLUB	WC	6	699.00	ALCS: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premiere Tickets -MN	116248866	R LEGENDS CLUB	6	8	599.00	ALCS: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premiere Tickets -MN	116250411	2	7	4	799.00	ALCS: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premiere Tickets -MN	116242826	301	6	6	219.00	ALCS: TBD at Minnesota Twins - Home Game 3 (Date TBD) (If Necessary)	2019-10-19
Premiere Tickets -MN	116244391	301	3	8	239.00	ALCS: TBD at Minnesota Twins - Home Game 3 (Date TBD) (If Necessary)	2019-10-19
Premiere Tickets -MN	116244569	301	4	8	239.00	ALCS: TBD at Minnesota Twins - Home Game 3 (Date TBD) (If Necessary)	2019-10-19
Premiere Tickets -MN	116245747	129	2	10	529.00	ALCS: TBD at Minnesota Twins - Home Game 3 (Date TBD) (If Necessary)	2019-10-19
Premiere Tickets -MN	116245913	128	2	12	529.00	ALCS: TBD at Minnesota Twins - Home Game 3 (Date TBD) (If Necessary)	2019-10-19
Premiere Tickets -MN	116246552	104	14	8	599.00	ALCS: TBD at Minnesota Twins - Home Game 3 (Date TBD) (If Necessary)	2019-10-19
Premiere Tickets -MN	116248418	C LEGENDS CLUB	WC	6	799.00	ALCS: TBD at Minnesota Twins - Home Game 3 (Date TBD) (If Necessary)	2019-10-19
Premiere Tickets -MN	116248867	R LEGENDS CLUB	6	8	649.00	ALCS: TBD at Minnesota Twins - Home Game 3 (Date TBD) (If Necessary)	2019-10-19
Premiere Tickets -MN	116250412	2	7	4	899.00	ALCS: TBD at Minnesota Twins - Home Game 3 (Date TBD) (If Necessary)	2019-10-19
Premiere Tickets -MN	116242827	301	6	6	239.00	ALCS: TBD at Minnesota Twins - Home Game 4 (Date TBD) (If Necessary)	2019-10-20
Premiere Tickets -MN	116244392	301	3	8	259.00	ALCS: TBD at Minnesota Twins - Home Game 4 (Date TBD) (If Necessary)	2019-10-20
Premiere Tickets -MN	116244570	301	4	8	249.00	ALCS: TBD at Minnesota Twins - Home Game 4 (Date TBD) (If Necessary)	2019-10-20
Premiere Tickets -MN	116245748	129	2	10	549.00	ALCS: TBD at Minnesota Twins - Home Game 4 (Date TBD) (If Necessary)	2019-10-20
Premiere Tickets -MN	116245914	128	2	12	549.00	ALCS: TBD at Minnesota Twins - Home Game 4 (Date TBD) (If Necessary)	2019-10-20
Premiere Tickets -MN	116246553	104	14	8	599.00	ALCS: TBD at Minnesota Twins - Home Game 4 (Date TBD) (If Necessary)	2019-10-20
Premiere Tickets -MN	116248419	C LEGENDS CLUB	WC	6	799.00	ALCS: TBD at Minnesota Twins - Home Game 4 (Date TBD) (If Necessary)	2019-10-20
Premiere Tickets -MN	116248868	R LEGENDS CLUB	6	8	649.00	ALCS: TBD at Minnesota Twins - Home Game 4 (Date TBD) (If Necessary)	2019-10-20
Premiere Tickets -MN	116250413	2	7	4	899.00	ALCS: TBD at Minnesota Twins - Home Game 4 (Date TBD) (If Necessary)	2019-10-20
Premiere Tickets -MN	116242828	301	6	6	599.00	World Series: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-22
Premiere Tickets -MN	116244393	301	3	8	599.00	World Series: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-22
Premiere Tickets -MN	116244571	301	4	8	599.00	World Series: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-22
Premiere Tickets -MN	116245749	129	2	10	1999.00	World Series: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-22
Premiere Tickets -MN	116245915	128	2	12	1999.00	World Series: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-22
Premiere Tickets -MN	116246554	104	14	8	1999.00	World Series: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-22
Premiere Tickets -MN	116248420	C LEGENDS CLUB	WC	6	3999.00	World Series: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-22
Premiere Tickets -MN	116248869	R LEGENDS CLUB	6	8	3499.00	World Series: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-22
Premiere Tickets -MN	116250414	2	7	4	4999.00	World Series: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-22
Premiere Tickets -MN	116242829	301	6	6	599.00	World Series: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Premiere Tickets -MN	116244394	301	3	8	599.00	World Series: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Premiere Tickets -MN	116244572	301	4	8	599.00	World Series: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Premiere Tickets -MN	116245750	129	2	10	1999.00	World Series: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Premiere Tickets -MN	116245916	128	2	12	1999.00	World Series: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Premiere Tickets -MN	116246555	104	14	8	1999.00	World Series: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Premiere Tickets -MN	116248421	C LEGENDS CLUB	WC	6	3999.00	World Series: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Premiere Tickets -MN	116248870	R LEGENDS CLUB	6	8	3499.00	World Series: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Premiere Tickets -MN	116250415	2	7	4	4999.00	World Series: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Premiere Tickets -MN	116242830	301	6	6	599.00	World Series: TBD at Minnesota Twins - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Premiere Tickets -MN	116244395	301	3	8	629.00	World Series: TBD at Minnesota Twins - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Premiere Tickets -MN	116244573	301	4	8	629.00	World Series: TBD at Minnesota Twins - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Premiere Tickets -MN	116245751	129	2	10	1999.00	World Series: TBD at Minnesota Twins - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Premiere Tickets -MN	116245917	128	2	12	1999.00	World Series: TBD at Minnesota Twins - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Premiere Tickets -MN	116246556	104	14	8	1999.00	World Series: TBD at Minnesota Twins - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Premiere Tickets -MN	116248422	C LEGENDS CLUB	WC	6	3999.00	World Series: TBD at Minnesota Twins - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Premiere Tickets -MN	116248871	R LEGENDS CLUB	6	8	3599.00	World Series: TBD at Minnesota Twins - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Premiere Tickets -MN	116250417	2	7	4	4999.00	World Series: TBD at Minnesota Twins - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Premiere Tickets -MN	116242831	301	6	6	699.00	World Series: TBD at Minnesota Twins - Home Game 4 (Date TBD) (If Necessary)	2019-10-30
Premiere Tickets -MN	116244396	301	3	8	749.00	World Series: TBD at Minnesota Twins - Home Game 4 (Date TBD) (If Necessary)	2019-10-30
Premiere Tickets -MN	116244574	301	4	8	749.00	World Series: TBD at Minnesota Twins - Home Game 4 (Date TBD) (If Necessary)	2019-10-30
Premiere Tickets -MN	116245752	129	2	10	2499.00	World Series: TBD at Minnesota Twins - Home Game 4 (Date TBD) (If Necessary)	2019-10-30
Premiere Tickets -MN	116245918	128	2	12	2499.00	World Series: TBD at Minnesota Twins - Home Game 4 (Date TBD) (If Necessary)	2019-10-30
Premiere Tickets -MN	116246557	104	14	8	2499.00	World Series: TBD at Minnesota Twins - Home Game 4 (Date TBD) (If Necessary)	2019-10-30
Premiere Tickets -MN	116248423	C LEGENDS CLUB	WC	6	4499.00	World Series: TBD at Minnesota Twins - Home Game 4 (Date TBD) (If Necessary)	2019-10-30
Premiere Tickets -MN	116248872	R LEGENDS CLUB	6	8	3899.00	World Series: TBD at Minnesota Twins - Home Game 4 (Date TBD) (If Necessary)	2019-10-30
Premiere Tickets -MN	116250418	2	7	4	5499.00	World Series: TBD at Minnesota Twins - Home Game 4 (Date TBD) (If Necessary)	2019-10-30
Premium Seats USA	490701	42	4	5	200.00	NLDS: St. Louis Cardinals at Atlanta Braves (Game 5 - Home Game 3) (If Necessary)	2019-10-09
Premium Seats USA	1000044989	220	Package	6	660.00	NLDS: St. Louis Cardinals at Atlanta Braves (Game 5 - Home Game 3) (If Necessary)	2019-10-09
Premium Seats USA	1000045000	130	Package	6	1030.00	NLDS: St. Louis Cardinals at Atlanta Braves (Game 5 - Home Game 3) (If Necessary)	2019-10-09
Premium Seats USA	1000045011	35	Package	6	690.00	NLDS: St. Louis Cardinals at Atlanta Braves (Game 5 - Home Game 3) (If Necessary)	2019-10-09
Premium Seats USA	1000045022	17	Package	6	840.00	NLDS: St. Louis Cardinals at Atlanta Braves (Game 5 - Home Game 3) (If Necessary)	2019-10-09
Premium Seats USA	1000045033	34	Package	6	715.00	NLDS: St. Louis Cardinals at Atlanta Braves (Game 5 - Home Game 3) (If Necessary)	2019-10-09
Premium Seats USA	1000045099	10DG	Package	6	1405.00	NLDS: Washington Nationals at Los Angeles Dodgers (Game 5 - Home Game 3) (If Necessary)	2019-10-09
Premium Seats USA	1000045110	24FD	Package	6	460.00	NLDS: Washington Nationals at Los Angeles Dodgers (Game 5 - Home Game 3) (If Necessary)	2019-10-09
Premium Seats USA	1000045121	6FD	Package	6	495.00	NLDS: Washington Nationals at Los Angeles Dodgers (Game 5 - Home Game 3) (If Necessary)	2019-10-09
Premium Seats USA	1000045132	25FD	Package	6	560.00	NLDS: Washington Nationals at Los Angeles Dodgers (Game 5 - Home Game 3) (If Necessary)	2019-10-09
Premium Seats USA	1000045143	22FD	Package	6	460.00	NLDS: Washington Nationals at Los Angeles Dodgers (Game 5 - Home Game 3) (If Necessary)	2019-10-09
Premium Seats USA	1000044934	317	Package	6	500.00	ALDS: Minnesota Twins at New York Yankees (Game 5 - Home Game 3) (If Necessary)	2019-10-10
Premium Seats USA	1000044945	27A	Package	6	1935.00	ALDS: Minnesota Twins at New York Yankees (Game 5 - Home Game 3) (If Necessary)	2019-10-10
Premium Seats USA	1000044956	125	Package	6	1085.00	ALDS: Minnesota Twins at New York Yankees (Game 5 - Home Game 3) (If Necessary)	2019-10-10
Premium Seats USA	1000044967	115	Package	6	1240.00	ALDS: Minnesota Twins at New York Yankees (Game 5 - Home Game 3) (If Necessary)	2019-10-10
Premium Seats USA	1000044978	124	Package	6	1085.00	ALDS: Minnesota Twins at New York Yankees (Game 5 - Home Game 3) (If Necessary)	2019-10-10
Premium Seats USA	1000045044	205	Package	6	420.00	ALDS: Tampa Bay Rays at Houston Astros (Game 5 - Home Game 3) (If Necessary)	2019-10-10
Premium Seats USA	1000045055	118	Package	6	615.00	ALDS: Tampa Bay Rays at Houston Astros (Game 5 - Home Game 3) (If Necessary)	2019-10-10
Premium Seats USA	1000045066	112	Package	6	450.00	ALDS: Tampa Bay Rays at Houston Astros (Game 5 - Home Game 3) (If Necessary)	2019-10-10
Premium Seats USA	1000045077	126	Package	6	460.00	ALDS: Tampa Bay Rays at Houston Astros (Game 5 - Home Game 3) (If Necessary)	2019-10-10
Premium Seats USA	1000045088	113	Package	6	455.00	ALDS: Tampa Bay Rays at Houston Astros (Game 5 - Home Game 3) (If Necessary)	2019-10-10
Premium Seats USA	1000044990	220	Package	6	875.00	NLCS: TBD at Atlanta Braves - Home Game 1 (Date TBD) (If Necessary)	2019-10-11
Premium Seats USA	1000045001	130	Package	6	1650.00	NLCS: TBD at Atlanta Braves - Home Game 1 (Date TBD) (If Necessary)	2019-10-11
Premium Seats USA	1000045012	35	Package	6	685.00	NLCS: TBD at Atlanta Braves - Home Game 1 (Date TBD) (If Necessary)	2019-10-11
Premium Seats USA	1000045023	17	Package	6	1200.00	NLCS: TBD at Atlanta Braves - Home Game 1 (Date TBD) (If Necessary)	2019-10-11
Premium Seats USA	1000045034	34	Package	6	915.00	NLCS: TBD at Atlanta Braves - Home Game 1 (Date TBD) (If Necessary)	2019-10-11
Premium Seats USA	1000045100	10DG	Package	6	1705.00	NLCS: TBD at Los Angeles Dodgers (Game 1 - Home Game 1) (If Necessary)	2019-10-11
Premium Seats USA	1000045111	24FD	Package	6	570.00	NLCS: TBD at Los Angeles Dodgers (Game 1 - Home Game 1) (If Necessary)	2019-10-11
Premium Seats USA	1000045122	6FD	Package	6	570.00	NLCS: TBD at Los Angeles Dodgers (Game 1 - Home Game 1) (If Necessary)	2019-10-11
Premium Seats USA	1000045133	25FD	Package	6	620.00	NLCS: TBD at Los Angeles Dodgers (Game 1 - Home Game 1) (If Necessary)	2019-10-11
Premium Seats USA	1000045144	22FD	Package	6	590.00	NLCS: TBD at Los Angeles Dodgers (Game 1 - Home Game 1) (If Necessary)	2019-10-11
Premium Seats USA	1000045208	257	Package	6	515.00	NLCS: TBD at St. Louis Cardinals - Home Game 1 (Date TBD) (If Necessary)	2019-10-11
Premium Seats USA	1000045218	8	Package	6	1405.00	NLCS: TBD at St. Louis Cardinals - Home Game 1 (Date TBD) (If Necessary)	2019-10-11
Premium Seats USA	1000045228	160	Package	6	530.00	NLCS: TBD at St. Louis Cardinals - Home Game 1 (Date TBD) (If Necessary)	2019-10-11
Premium Seats USA	1000045238	142	Package	6	545.00	NLCS: TBD at St. Louis Cardinals - Home Game 1 (Date TBD) (If Necessary)	2019-10-11
Premium Seats USA	1000045248	158	Package	6	530.00	NLCS: TBD at St. Louis Cardinals - Home Game 1 (Date TBD) (If Necessary)	2019-10-11
Premium Seats USA	491678	STANDARD HOTEL	PACKAGE	4	890.00	ALCS: TBD at Houston Astros - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	491678	STANDARD HOTEL	PACKAGE	4	890.00	ALCS: TBD at Houston Astros - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	491698	DELUXE HOTEL	PACKAGE	4	1155.00	ALCS: TBD at Houston Astros - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	491698	DELUXE HOTEL	PACKAGE	4	1155.00	ALCS: TBD at Houston Astros - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000045045	205	Package	6	545.00	ALCS: TBD at Houston Astros - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000045056	118	Package	6	870.00	ALCS: TBD at Houston Astros - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000045067	112	Package	6	665.00	ALCS: TBD at Houston Astros - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000045078	126	Package	6	810.00	ALCS: TBD at Houston Astros - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000045089	113	Package	6	665.00	ALCS: TBD at Houston Astros - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	491763	STANDARD HOTEL	PACKAGE	4	1065.00	ALCS: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	491763	STANDARD HOTEL	PACKAGE	4	1065.00	ALCS: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	491783	DELUXE HOTEL	PACKAGE	4	4260.00	ALCS: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	491783	DELUXE HOTEL	PACKAGE	4	4260.00	ALCS: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000045154	A	Package	6	795.00	ALCS: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000045164	10	Package	6	3795.00	ALCS: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000045174	108	Package	6	710.00	ALCS: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000045184	3	Package	6	1065.00	ALCS: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000045194	14	Package	6	1095.00	ALCS: TBD at Minnesota Twins - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	491491	STANDARD HOTEL	PACKAGE	4	1080.00	ALCS: TBD at New York Yankees - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	491491	STANDARD HOTEL	PACKAGE	4	1080.00	ALCS: TBD at New York Yankees - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	491513	DELUXE HOTEL	PACKAGE	4	1710.00	ALCS: TBD at New York Yankees - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	491513	DELUXE HOTEL	PACKAGE	4	1710.00	ALCS: TBD at New York Yankees - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000044935	317	Package	6	640.00	ALCS: TBD at New York Yankees - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000044946	27A	Package	6	2800.00	ALCS: TBD at New York Yankees - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000044957	125	Package	6	1110.00	ALCS: TBD at New York Yankees - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000044968	115	Package	6	1715.00	ALCS: TBD at New York Yankees - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000044979	124	Package	6	1110.00	ALCS: TBD at New York Yankees - Home Game 1 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	491609	STANDARD HOTEL	PACKAGE	4	1050.00	NLCS: TBD at Atlanta Braves - Home Game 2 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	491609	STANDARD HOTEL	PACKAGE	4	1050.00	NLCS: TBD at Atlanta Braves - Home Game 2 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	491627	DELUXE HOTEL	PACKAGE	4	2310.00	NLCS: TBD at Atlanta Braves - Home Game 2 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	491627	DELUXE HOTEL	PACKAGE	4	2310.00	NLCS: TBD at Atlanta Braves - Home Game 2 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000044991	220	Package	6	975.00	NLCS: TBD at Atlanta Braves - Home Game 2 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000045002	130	Package	6	1775.00	NLCS: TBD at Atlanta Braves - Home Game 2 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000045013	35	Package	6	695.00	NLCS: TBD at Atlanta Braves - Home Game 2 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000045024	17	Package	6	1130.00	NLCS: TBD at Atlanta Braves - Home Game 2 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000045035	34	Package	6	950.00	NLCS: TBD at Atlanta Braves - Home Game 2 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	491721	STANDARD HOTEL	PACKAGE	4	1110.00	NLCS: TBD at Los Angeles Dodgers (Game 2 - Home Game 2) (If Necessary)	2019-10-12
Premium Seats USA	491721	STANDARD HOTEL	PACKAGE	4	1110.00	NLCS: TBD at Los Angeles Dodgers (Game 2 - Home Game 2) (If Necessary)	2019-10-12
Premium Seats USA	491740	DELUXE HOTEL	PACKAGE	4	1295.00	NLCS: TBD at Los Angeles Dodgers (Game 2 - Home Game 2) (If Necessary)	2019-10-12
Premium Seats USA	491740	DELUXE HOTEL	PACKAGE	4	1295.00	NLCS: TBD at Los Angeles Dodgers (Game 2 - Home Game 2) (If Necessary)	2019-10-12
Premium Seats USA	1000045101	10DG	Package	6	1875.00	NLCS: TBD at Los Angeles Dodgers (Game 2 - Home Game 2) (If Necessary)	2019-10-12
Premium Seats USA	1000045112	24FD	Package	6	655.00	NLCS: TBD at Los Angeles Dodgers (Game 2 - Home Game 2) (If Necessary)	2019-10-12
Premium Seats USA	1000045123	6FD	Package	6	695.00	NLCS: TBD at Los Angeles Dodgers (Game 2 - Home Game 2) (If Necessary)	2019-10-12
Premium Seats USA	1000045134	25FD	Package	6	710.00	NLCS: TBD at Los Angeles Dodgers (Game 2 - Home Game 2) (If Necessary)	2019-10-12
Premium Seats USA	1000045145	22FD	Package	6	665.00	NLCS: TBD at Los Angeles Dodgers (Game 2 - Home Game 2) (If Necessary)	2019-10-12
Premium Seats USA	492099	STANDARD HOTEL	PACKAGE	4	875.00	NLCS: TBD at St. Louis Cardinals - Home Game 2 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	492099	STANDARD HOTEL	PACKAGE	4	875.00	NLCS: TBD at St. Louis Cardinals - Home Game 2 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	492115	DELUXE HOTEL	PACKAGE	4	2345.00	NLCS: TBD at St. Louis Cardinals - Home Game 2 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	492115	DELUXE HOTEL	PACKAGE	4	2345.00	NLCS: TBD at St. Louis Cardinals - Home Game 2 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000045209	257	Package	6	520.00	NLCS: TBD at St. Louis Cardinals - Home Game 2 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000045219	8	Package	6	1810.00	NLCS: TBD at St. Louis Cardinals - Home Game 2 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000045229	160	Package	6	530.00	NLCS: TBD at St. Louis Cardinals - Home Game 2 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000045239	142	Package	6	585.00	NLCS: TBD at St. Louis Cardinals - Home Game 2 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	1000045249	158	Package	6	570.00	NLCS: TBD at St. Louis Cardinals - Home Game 2 (Date TBD) (If Necessary)	2019-10-12
Premium Seats USA	491675	STANDARD HOTEL	PACKAGE	4	880.00	ALCS: TBD at Houston Astros - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	491675	STANDARD HOTEL	PACKAGE	4	880.00	ALCS: TBD at Houston Astros - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	491695	DELUXE HOTEL	PACKAGE	4	1145.00	ALCS: TBD at Houston Astros - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	491695	DELUXE HOTEL	PACKAGE	4	1145.00	ALCS: TBD at Houston Astros - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	1000045046	205	Package	6	540.00	ALCS: TBD at Houston Astros - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	1000045057	118	Package	6	865.00	ALCS: TBD at Houston Astros - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	1000045068	112	Package	6	660.00	ALCS: TBD at Houston Astros - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	1000045079	126	Package	6	800.00	ALCS: TBD at Houston Astros - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	1000045090	113	Package	6	660.00	ALCS: TBD at Houston Astros - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	491764	STANDARD HOTEL	PACKAGE	4	1150.00	ALCS: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	491764	STANDARD HOTEL	PACKAGE	4	1150.00	ALCS: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	491784	DELUXE HOTEL	PACKAGE	4	4875.00	ALCS: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	491784	DELUXE HOTEL	PACKAGE	4	4875.00	ALCS: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	1000045155	A	Package	6	795.00	ALCS: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	1000045165	10	Package	6	4405.00	ALCS: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	1000045175	108	Package	6	795.00	ALCS: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	1000045185	3	Package	6	1065.00	ALCS: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	1000045195	14	Package	6	1205.00	ALCS: TBD at Minnesota Twins - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	491492	STANDARD HOTEL	PACKAGE	4	1105.00	ALCS: TBD at New York Yankees - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	491492	STANDARD HOTEL	PACKAGE	4	1105.00	ALCS: TBD at New York Yankees - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
Premium Seats USA	491514	DELUXE HOTEL	PACKAGE	4	1915.00	ALCS: TBD at New York Yankees - Home Game 2 (Date TBD) (If Necessary)	2019-10-13
