broker_name	remote_id	ticket_section	ticket_row	ticket_count	ticket_price	event_name	event_occurs_at
Drews Tickets	116616662	171	2	4	409.50	NLCS: TBD at St. Louis Cardinals - Home Game 4 (Date TBD) (If Necessary)	2019-10-19
Drews Tickets	115257021	103	2	2	1155.00	ALCS: TBD at Houston Astros - Home Game 4 (Date TBD) (If Necessary)	2019-10-20
Drews Tickets	115257032	129	2	2	1732.50	ALCS: TBD at Houston Astros - Home Game 4 (Date TBD) (If Necessary)	2019-10-20
Drews Tickets	115257044	118	24	2	1995.00	ALCS: TBD at Houston Astros - Home Game 4 (Date TBD) (If Necessary)	2019-10-20
Drews Tickets	116586124	LOT C	IP PARKING	1	682.50	ALCS: TBD at Houston Astros - Home Game 4 (Date TBD) (If Necessary)	2019-10-20
Drews Tickets	114858492	318	5	2	805.35	ALCS: TBD at New York Yankees - Home Game 4 (Date TBD) (If Necessary)	2019-10-20
Drews Tickets	116154234	420A	5	3	362.25	ALCS: TBD at New York Yankees - Home Game 4 (Date TBD) (If Necessary)	2019-10-20
Drews Tickets	116154245	232A	7	4	414.75	ALCS: TBD at New York Yankees - Home Game 4 (Date TBD) (If Necessary)	2019-10-20
Drews Tickets	116586125	LOT C	IP PARKING	1	1050.00	World Series: TBD at Houston Astros - Home Game 1 (Date TBD) (If Necessary)	2019-10-22
Drews Tickets	115232544	162LG	L	2	2625.00	World Series: TBD at Los Angeles Dodgers - Home Game 1 (Date TBD) (If Necessary)	2019-10-22
Drews Tickets	117008870	44FD	S	6	2100.00	World Series: TBD at Los Angeles Dodgers - Home Game 1 (Date TBD) (If Necessary)	2019-10-22
Drews Tickets	117008881	50RS	EE	2	1050.00	World Series: TBD at Los Angeles Dodgers - Home Game 1 (Date TBD) (If Necessary)	2019-10-22
Drews Tickets	114858493	318	5	2	4200.00	World Series: TBD at New York Yankees - Home Game 1 (Date TBD) (If Necessary)	2019-10-22
Drews Tickets	116154235	420A	5	3	1207.50	World Series: TBD at New York Yankees - Home Game 1 (Date TBD) (If Necessary)	2019-10-22
Drews Tickets	116154246	232A	7	4	1260.00	World Series: TBD at New York Yankees - Home Game 1 (Date TBD) (If Necessary)	2019-10-22
Drews Tickets	116891113	326	5	2	3264.45	World Series: TBD at New York Yankees - Home Game 1 (Date TBD) (If Necessary)	2019-10-22
Drews Tickets	115257023	103	2	2	3570.00	World Series: TBD at Houston Astros - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Drews Tickets	115257034	129	2	2	8400.00	World Series: TBD at Houston Astros - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Drews Tickets	115257046	118	24	2	9975.00	World Series: TBD at Houston Astros - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Drews Tickets	116586126	LOT C	IP PARKING	1	1575.00	World Series: TBD at Houston Astros - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Drews Tickets	115232545	162LG	L	2	3150.00	World Series: TBD at Los Angeles Dodgers - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Drews Tickets	117008871	44FD	S	6	4200.00	World Series: TBD at Los Angeles Dodgers - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Drews Tickets	117008882	50RS	EE	2	1575.00	World Series: TBD at Los Angeles Dodgers - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Drews Tickets	114858494	318	5	2	6300.00	World Series: TBD at New York Yankees - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Drews Tickets	116154236	420A	5	3	1365.00	World Series: TBD at New York Yankees - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Drews Tickets	116154247	232A	7	4	1363.95	World Series: TBD at New York Yankees - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Drews Tickets	116891114	326	5	2	4818.45	World Series: TBD at New York Yankees - Home Game 2 (Date TBD) (If Necessary)	2019-10-23
Drews Tickets	115257024	103	2	2	3675.00	World Series: TBD at Houston Astros - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Drews Tickets	115257036	129	2	2	12600.00	World Series: TBD at Houston Astros - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Drews Tickets	115257047	118	24	2	14175.00	World Series: TBD at Houston Astros - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Drews Tickets	116586127	LOT C	IP PARKING	1	2625.00	World Series: TBD at Houston Astros - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Drews Tickets	115232546	162LG	L	2	5250.00	World Series: TBD at Los Angeles Dodgers - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Drews Tickets	117008872	44FD	S	6	8400.00	World Series: TBD at Los Angeles Dodgers - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Drews Tickets	117008884	50RS	EE	2	2625.00	World Series: TBD at Los Angeles Dodgers - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Drews Tickets	114858495	318	5	2	7350.00	World Series: TBD at New York Yankees - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Drews Tickets	116154237	420A	5	3	1653.75	World Series: TBD at New York Yankees - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Drews Tickets	116154248	232A	7	4	1575.00	World Series: TBD at New York Yankees - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Drews Tickets	116891115	326	5	2	6906.90	World Series: TBD at New York Yankees - Home Game 3 (Date TBD) (If Necessary)	2019-10-29
Drews Tickets	116586128	LOT C	IP PARKING	1	5250.00	World Series: TBD at Houston Astros - Home Game 4 (Date TBD) (If Necessary)	2019-10-30
Drews Tickets	115232547	162LG	L	2	10498.95	World Series: TBD at Los Angeles Dodgers - Home Game 4 (Date TBD) (If Necessary)	2019-10-30
Drews Tickets	117008873	44FD	S	6	10498.95	World Series: TBD at Los Angeles Dodgers - Home Game 4 (Date TBD) (If Necessary)	2019-10-30
Drews Tickets	117008885	50RS	EE	2	4200.00	World Series: TBD at Los Angeles Dodgers - Home Game 4 (Date TBD) (If Necessary)	2019-10-30
Drews Tickets	114858496	318	5	2	9450.00	World Series: TBD at New York Yankees- Home Game 4 (Date TBD) (If Necessary)	2019-10-30
Drews Tickets	116154238	420A	5	3	3675.00	World Series: TBD at New York Yankees- Home Game 4 (Date TBD) (If Necessary)	2019-10-30
Drews Tickets	116154249	232A	7	4	2625.00	World Series: TBD at New York Yankees- Home Game 4 (Date TBD) (If Necessary)	2019-10-30
Drews Tickets	116891116	326	5	2	8293.95	World Series: TBD at New York Yankees- Home Game 4 (Date TBD) (If Necessary)	2019-10-30
DTI Management	7472231	130	16	4	186.85	ALDS: Minnesota Twins at New York Yankees (Game 2 - Home Game 2)	2019-10-05
DTI Management	7472262	330	5	8	145.44	ALDS: Minnesota Twins at New York Yankees (Game 2 - Home Game 2)	2019-10-05
DTI Management	7472331	325	6	4	185.84	ALDS: Minnesota Twins at New York Yankees (Game 2 - Home Game 2)	2019-10-05
DTI Management	7472358	324	7	4	181.80	ALDS: Minnesota Twins at New York Yankees (Game 2 - Home Game 2)	2019-10-05
DTI Management	7473831	322	5	2	226.75	ALDS: Minnesota Twins at New York Yankees (Game 2 - Home Game 2)	2019-10-05
DTI Management	7479099	211	15	1	178.77	ALDS: Minnesota Twins at New York Yankees (Game 2 - Home Game 2)	2019-10-05
DTI Management	7482023	129	24	3	190.89	ALDS: Minnesota Twins at New York Yankees (Game 2 - Home Game 2)	2019-10-05
DTI Management	7482034	130	17	9	200.99	ALDS: Minnesota Twins at New York Yankees (Game 2 - Home Game 2)	2019-10-05
DTI Management	7485010	204	13	4	156.55	ALDS: Minnesota Twins at New York Yankees (Game 2 - Home Game 2)	2019-10-05
DTI Management	7485011	204	14	4	151.40	ALDS: Minnesota Twins at New York Yankees (Game 2 - Home Game 2)	2019-10-05
DTI Management	7515353	134	13	2	160.54	ALDS: Minnesota Twins at New York Yankees (Game 2 - Home Game 2)	2019-10-05
DTI Management	7521078	330W	8WC	2	131.20	ALDS: Minnesota Twins at New York Yankees (Game 2 - Home Game 2)	2019-10-05
DTI Management	7541398	135	3	7	207.05	ALDS: Minnesota Twins at New York Yankees (Game 2 - Home Game 2)	2019-10-05
DTI Management	7541410	312	4	6	195.94	ALDS: Minnesota Twins at New York Yankees (Game 2 - Home Game 2)	2019-10-05
DTI Management	7541422	312	5	4	181.80	ALDS: Minnesota Twins at New York Yankees (Game 2 - Home Game 2)	2019-10-05
DTI Management	7545162	320CW	8WC	1	191.90	ALDS: Minnesota Twins at New York Yankees (Game 2 - Home Game 2)	2019-10-05
DTI Management	7554021	221B	10	3	448.44	ALDS: Minnesota Twins at New York Yankees (Game 2 - Home Game 2)	2019-10-05
DTI Management	7560867	322	5	4	190.89	ALDS: Minnesota Twins at New York Yankees (Game 2 - Home Game 2)	2019-10-05
DTI Management	7443831	410	1	2	116.15	ALDS: Tampa Bay Rays at Houston Astros (Game 2 - Home Game 2)	2019-10-05
DTI Management	7529204	126	32	2	217.15	ALDS: Tampa Bay Rays at Houston Astros (Game 2 - Home Game 2)	2019-10-05
DTI Management	7512922	435	5	2	83.83	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7522247	453	8	4	90.90	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7522255	365	11	2	77.76	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7523489	363	13	2	101.00	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7523691	431	7	4	77.77	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7524617	439	10	4	80.80	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7524667	431	10	4	81.81	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7527058	367	10	2	90.90	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7537691	229	10	1	86.86	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7537701	270	12	8	119.18	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7537713	269	16	12	127.26	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7547597	237	6	2	119.18	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7551842	SRO1	GA	4	75.75	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7552365	SRO1	GA	4	65.84	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7552471	SRO1	GA	4	80.80	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7558151	166	4	2	141.30	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7558158	166	5	4	136.25	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7558168	129	7	4	131.20	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7558186	128	11	4	127.16	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7560760	451	4	2	94.94	NLDS: Atlanta Braves at St. Louis Cardinals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7511347	140	K	2	103.93	NLDS: Los Angeles Dodgers at Washington Nationals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7550337	234	B	6	96.46	NLDS: Los Angeles Dodgers at Washington Nationals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7550338	104	Y	4	105.04	NLDS: Los Angeles Dodgers at Washington Nationals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7550339	417	M	1	81.81	NLDS: Los Angeles Dodgers at Washington Nationals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7550354	231	J	6	111.61	NLDS: Los Angeles Dodgers at Washington Nationals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7550357	418	M	3	87.19	NLDS: Los Angeles Dodgers at Washington Nationals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7550361	417	N	3	85.28	NLDS: Los Angeles Dodgers at Washington Nationals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7550363	237	F	4	96.96	NLDS: Los Angeles Dodgers at Washington Nationals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7550510	118	W	2	318.15	NLDS: Los Angeles Dodgers at Washington Nationals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7550572	116	M	2	383.80	NLDS: Los Angeles Dodgers at Washington Nationals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7550573	118	X	2	327.24	NLDS: Los Angeles Dodgers at Washington Nationals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7551513	100-M	TBL20	4	191.90	NLDS: Los Angeles Dodgers at Washington Nationals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7551526	230	U	4	100.99	NLDS: Los Angeles Dodgers at Washington Nationals (Game 3 - Home Game 1)	2019-10-06
DTI Management	7483417	105	4	4	154.43	ALDS: Houston Astros at Oakland Athletics (Game 3 - Home Game 1) (If Necessary)	2019-10-07
DTI Management	7483440	106	10	7	114.38	ALDS: Houston Astros at Oakland Athletics (Game 3 - Home Game 1) (If Necessary)	2019-10-07
DTI Management	7483490	109	11	9	146.25	ALDS: Houston Astros at Oakland Athletics (Game 3 - Home Game 1) (If Necessary)	2019-10-07
DTI Management	7483503	110	16	4	139.43	ALDS: Houston Astros at Oakland Athletics (Game 3 - Home Game 1) (If Necessary)	2019-10-07
DTI Management	7483528	123	19	2	161.55	ALDS: Houston Astros at Oakland Athletics (Game 3 - Home Game 1) (If Necessary)	2019-10-07
DTI Management	7483540	124R	26	2	128.02	ALDS: Houston Astros at Oakland Athletics (Game 3 - Home Game 1) (If Necessary)	2019-10-07
DTI Management	7483553	125	12	4	144.78	ALDS: Houston Astros at Oakland Athletics (Game 3 - Home Game 1) (If Necessary)	2019-10-07
DTI Management	7483567	125	15	5	140.74	ALDS: Houston Astros at Oakland Athletics (Game 3 - Home Game 1) (If Necessary)	2019-10-07
DTI Management	7525939	107R	23	12	173.72	ALDS: Houston Astros at Oakland Athletics (Game 3 - Home Game 1) (If Necessary)	2019-10-07
DTI Management	7526053	128R	31	4	149.48	ALDS: Houston Astros at Oakland Athletics (Game 3 - Home Game 1) (If Necessary)	2019-10-07
DTI Management	7533070	342	8	16	57.57	ALDS: Houston Astros at Oakland Athletics (Game 3 - Home Game 1) (If Necessary)	2019-10-07
DTI Management	7533072	344	6	6	55.55	ALDS: Houston Astros at Oakland Athletics (Game 3 - Home Game 1) (If Necessary)	2019-10-07
DTI Management	7534324	110	13	5	236.34	ALDS: Houston Astros at Oakland Athletics (Game 3 - Home Game 1) (If Necessary)	2019-10-07
DTI Management	7534465	109	3	8	250.48	ALDS: Houston Astros at Oakland Athletics (Game 3 - Home Game 1) (If Necessary)	2019-10-07
DTI Management	7534626	109	2	4	268.66	ALDS: Houston Astros at Oakland Athletics (Game 3 - Home Game 1) (If Necessary)	2019-10-07
DTI Management	7538226	106R	27	4	165.64	ALDS: Houston Astros at Oakland Athletics (Game 3 - Home Game 1) (If Necessary)	2019-10-07
DTI Management	7540564	106	8	6	195.94	ALDS: Houston Astros at Oakland Athletics (Game 3 - Home Game 1) (If Necessary)	2019-10-07
DTI Management	7541019	106R	26	4	161.60	ALDS: Houston Astros at Oakland Athletics (Game 3 - Home Game 1) (If Necessary)	2019-10-07
DTI Management	7539734	130	P	3	212.61	ALDS: Houston Astros at Tampa Bay Rays (Game 3 - Home Game 1)	2019-10-07
DTI Management	7556667	127	Z	4	174.73	ALDS: Houston Astros at Tampa Bay Rays (Game 3 - Home Game 1)	2019-10-07
DTI Management	7556674	137	HH	4	78.78	ALDS: Houston Astros at Tampa Bay Rays (Game 3 - Home Game 1)	2019-10-07
DTI Management	7556675	137	JJ	2	76.76	ALDS: Houston Astros at Tampa Bay Rays (Game 3 - Home Game 1)	2019-10-07
DTI Management	7557075	111	XX	4	222.19	ALDS: Houston Astros at Tampa Bay Rays (Game 3 - Home Game 1)	2019-10-07
DTI Management	7558533	131	T	5	116.15	ALDS: Houston Astros at Tampa Bay Rays (Game 3 - Home Game 1)	2019-10-07
DTI Management	7491191	302	9	2	133.32	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7499781	333	4	4	136.35	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7499871	331	16	6	126.24	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7499883	333	12	6	131.29	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7502227	332	6	3	166.65	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7512033	B	7	16	502.98	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7512045	305	3	8	149.48	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7512081	325	3	5	149.48	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7512093	326	2	4	149.48	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7512105	137	2	5	479.75	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7512117	137	3	5	479.75	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7512129	136	2	5	479.75	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7512141	136	3	2	479.75	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7512153	132	1	8	479.75	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7512165	133	1	2	479.75	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7512177	125	2	5	479.75	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7512189	231	1	3	479.75	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7512201	K	9	3	328.25	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7512213	F	6	3	378.75	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7512225	A	2	5	479.75	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7512249	B	12	5	328.25	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7512303	104	5	8	479.75	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7515510	332	9	2	126.25	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7515523	323	8	2	136.35	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7557781	117	12	2	282.80	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7557782	117	12	4	303.00	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7557794	119	16	3	282.80	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7557807	315	4	2	151.50	ALDS: New York Yankees at Minnesota Twins (Game 3 - Home Game 1)	2019-10-07
DTI Management	7471395	159	11	4	151.60	NLDS: Atlanta Braves at St. Louis Cardinals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7471399	161	22	2	109.74	NLDS: Atlanta Braves at St. Louis Cardinals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7471414	165	4	2	126.76	NLDS: Atlanta Braves at St. Louis Cardinals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7471419	242	3	4	136.10	NLDS: Atlanta Braves at St. Louis Cardinals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7481573	352	4	2	90.90	NLDS: Atlanta Braves at St. Louis Cardinals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7522480	440	8	2	60.10	NLDS: Atlanta Braves at St. Louis Cardinals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7523486	265	8	4	84.84	NLDS: Atlanta Braves at St. Louis Cardinals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7523490	269	8	4	91.91	NLDS: Atlanta Braves at St. Louis Cardinals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7524616	269	7	4	88.88	NLDS: Atlanta Braves at St. Louis Cardinals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7524632	111B	29	4	90.90	NLDS: Atlanta Braves at St. Louis Cardinals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7524666	265	10	4	87.87	NLDS: Atlanta Braves at St. Louis Cardinals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7524679	109B	32	4	87.87	NLDS: Atlanta Braves at St. Louis Cardinals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7524753	334	WC	4	61.61	NLDS: Atlanta Braves at St. Louis Cardinals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7527059	363	6	4	65.65	NLDS: Atlanta Braves at St. Louis Cardinals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7532104	127	7	2	117.16	NLDS: Atlanta Braves at St. Louis Cardinals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7560762	451	4	2	88.88	NLDS: Atlanta Braves at St. Louis Cardinals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7511314	141	H	6	94.94	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7511435	101	AA	2	99.99	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7534496	114	F	2	242.40	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7550466	140	K	8	93.93	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7550467	117	Z	4	200.99	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7550468	117	BB	4	235.66	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7550469	114	BB	2	201.99	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7550470	241	P	5	88.88	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7550471	112	M	2	176.75	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7550472	112	N	4	199.98	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7550473	141	K	2	94.94	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7550474	134	N	3	145.44	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7550475	416	L	2	101.33	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7550494	231	F	10	128.22	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7550574	119	H	8	525.20	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7550593	126	H	2	525.20	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7550608	124	P	2	499.95	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7550613	118	X	4	338.35	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7550624	127	X	2	439.35	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7550657	118	U	2	343.40	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7550673	117	H	2	454.50	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7551411	100-L	TBL14	4	189.88	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7551432	100-L	TBL15	4	175.74	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7551469	100-L	TBL16	4	199.98	NLDS: Los Angeles Dodgers at Washington Nationals (Game 4 - Home Game 2) (If Necessary)	2019-10-07
DTI Management	7471975	212	A	3	196.95	ALDS: Houston Astros at Tampa Bay Rays (Game 4 - Home Game 2) (If Necessary)	2019-10-08
DTI Management	7539720	130	AA	2	196.95	ALDS: Houston Astros at Tampa Bay Rays (Game 4 - Home Game 2) (If Necessary)	2019-10-08
DTI Management	7539737	130	P	4	187.81	ALDS: Houston Astros at Tampa Bay Rays (Game 4 - Home Game 2) (If Necessary)	2019-10-08
DTI Management	7556693	130	HH	4	59.59	ALDS: Houston Astros at Tampa Bay Rays (Game 4 - Home Game 2) (If Necessary)	2019-10-08
DTI Management	7556695	131	X	2	56.56	ALDS: Houston Astros at Tampa Bay Rays (Game 4 - Home Game 2) (If Necessary)	2019-10-08
DTI Management	7556698	131	V	4	58.58	ALDS: Houston Astros at Tampa Bay Rays (Game 4 - Home Game 2) (If Necessary)	2019-10-08
DTI Management	7556836	132	T	6	80.79	ALDS: Houston Astros at Tampa Bay Rays (Game 4 - Home Game 2) (If Necessary)	2019-10-08
DTI Management	7556860	132	S	4	75.74	ALDS: Houston Astros at Tampa Bay Rays (Game 4 - Home Game 2) (If Necessary)	2019-10-08
DTI Management	7556873	353	A	3	58.55	ALDS: Houston Astros at Tampa Bay Rays (Game 4 - Home Game 2) (If Necessary)	2019-10-08
DTI Management	7556899	132	DD	6	71.21	ALDS: Houston Astros at Tampa Bay Rays (Game 4 - Home Game 2) (If Necessary)	2019-10-08
DTI Management	7556900	132	EE	6	60.59	ALDS: Houston Astros at Tampa Bay Rays (Game 4 - Home Game 2) (If Necessary)	2019-10-08
DTI Management	7556938	132	Y	6	72.71	ALDS: Houston Astros at Tampa Bay Rays (Game 4 - Home Game 2) (If Necessary)	2019-10-08
DTI Management	7556999	132	EE	12	85.75	ALDS: Houston Astros at Tampa Bay Rays (Game 4 - Home Game 2) (If Necessary)	2019-10-08
